dt,board,state,action,price,nav,expressed,bull,bear,mixed,bull_frac,trigger,gaps
2026-02-04 10:30:00+08:00,short,L,hold,4081.747,1.032237,6,5,1,0,0.8333,True,0
2026-02-04 11:00:00+08:00,short,L,hold,4073.296,1.0301,6,5,1,0,0.8333,True,0
2026-02-04 11:30:00+08:00,short,L,hold,4067.671,1.028678,6,5,1,0,0.8333,True,0
2026-02-04 13:00:00+08:00,short,L,hold,4067.827,1.028717,6,5,1,0,0.8333,True,0
2026-02-04 13:30:00+08:00,short,L,hold,4076.193,1.030833,6,5,1,0,0.8333,True,0
2026-02-04 14:00:00+08:00,short,L,hold,4073.837,1.030237,6,5,1,0,0.8333,True,0
2026-02-04 14:30:00+08:00,short,L,hold,4088.641,1.033981,6,5,1,0,0.8333,True,0
2026-02-04 15:00:00+08:00,short,L,hold,4102.202,1.03741,7,6,1,0,0.8571,True,0
2026-02-05 09:30:00+08:00,short,F,sell,4075.025,1.030537,8,4,4,0,0.5,False,0
2026-02-05 10:00:00+08:00,short,F,hold,4067.872,1.030537,8,4,4,0,0.5,False,0
2026-02-05 10:30:00+08:00,short,F,hold,4063.443,1.030537,8,4,4,0,0.5,False,0
2026-02-05 11:00:00+08:00,short,F,hold,4055.256,1.030537,8,4,4,0,0.5,False,0
2026-02-05 11:30:00+08:00,short,F,hold,4059.909,1.030537,8,4,4,0,0.5,False,0
2026-02-05 13:00:00+08:00,short,F,hold,4060.087,1.030537,8,4,4,0,0.5,False,0
2026-02-05 13:30:00+08:00,short,F,hold,4067.249,1.030537,8,4,4,0,0.5,False,0
2026-02-05 14:00:00+08:00,short,F,hold,4078.546,1.030537,8,4,4,0,0.5,False,0
2026-02-05 14:30:00+08:00,short,F,hold,4077.186,1.030537,9,5,4,0,0.5556,False,0
2026-02-05 15:00:00+08:00,short,F,hold,4075.917,1.030537,9,5,4,0,0.5556,False,0
2026-02-06 09:30:00+08:00,short,L,buy,4040.299,1.030537,10,7,3,0,0.7,True,0
2026-02-06 10:00:00+08:00,short,L,hold,4052.318,1.033603,10,7,3,0,0.7,True,0
2026-02-06 10:30:00+08:00,short,L,hold,4078.53,1.040289,10,7,3,0,0.7,True,0
2026-02-06 11:00:00+08:00,short,L,hold,4075.441,1.039501,10,7,3,0,0.7,True,0
2026-02-06 11:30:00+08:00,short,L,hold,4080.313,1.040744,10,7,3,0,0.7,True,0
2026-02-06 13:00:00+08:00,short,L,hold,4080.305,1.040742,10,7,3,0,0.7,True,0
2026-02-06 13:30:00+08:00,short,L,hold,4083.972,1.041677,10,7,3,0,0.7,True,0
2026-02-06 14:00:00+08:00,short,L,hold,4089.367,1.043053,10,7,3,0,0.7,True,0
2026-02-06 14:30:00+08:00,short,L,hold,4080.764,1.040859,10,7,3,0,0.7,True,0
2026-02-06 15:00:00+08:00,short,L,hold,4065.583,1.036987,10,7,3,0,0.7,True,0
2026-02-09 09:30:00+08:00,short,L,hold,4103.54,1.046668,5,5,0,1,1.0,True,0
2026-02-09 10:00:00+08:00,short,L,hold,4105.167,1.047083,5,5,0,1,1.0,True,0
2026-02-09 10:30:00+08:00,short,L,hold,4114.712,1.049518,5,5,0,1,1.0,True,0
2026-02-09 11:00:00+08:00,short,L,hold,4113.002,1.049081,5,5,0,1,1.0,True,0
2026-02-09 11:30:00+08:00,short,L,hold,4113.28,1.049152,5,5,0,1,1.0,True,0
2026-02-09 13:00:00+08:00,short,L,hold,4113.488,1.049205,7,6,1,1,0.8571,True,0
2026-02-09 13:30:00+08:00,short,L,hold,4116.047,1.049858,7,6,1,1,0.8571,True,0
2026-02-09 14:00:00+08:00,short,L,hold,4117.042,1.050112,7,6,1,1,0.8571,True,0
2026-02-09 14:30:00+08:00,short,L,hold,4116.762,1.05004,7,6,1,1,0.8571,True,0
2026-02-09 15:00:00+08:00,short,L,hold,4123.09,1.051655,7,6,1,1,0.8571,True,0
2026-02-10 09:30:00+08:00,short,L,hold,4127.766,1.052847,6,5,1,0,0.8333,True,0
2026-02-10 10:00:00+08:00,short,L,hold,4126.11,1.052425,6,5,1,0,0.8333,True,0
2026-02-10 10:30:00+08:00,short,L,hold,4128.802,1.053111,7,5,2,0,0.7143,True,0
2026-02-10 11:00:00+08:00,short,L,hold,4124.161,1.051928,7,5,2,0,0.7143,True,0
2026-02-10 11:30:00+08:00,short,L,hold,4122.337,1.051462,7,5,2,0,0.7143,True,0
2026-02-10 13:00:00+08:00,short,L,hold,4122.476,1.051498,8,6,2,0,0.75,True,0
2026-02-10 13:30:00+08:00,short,L,hold,4128.895,1.053135,8,6,2,0,0.75,True,0
2026-02-10 14:00:00+08:00,short,L,hold,4130.869,1.053639,8,6,2,0,0.75,True,0
2026-02-10 14:30:00+08:00,short,L,hold,4127.807,1.052858,8,6,2,0,0.75,True,0
2026-02-10 15:00:00+08:00,short,L,hold,4128.373,1.053002,8,6,2,0,0.75,True,0
2026-02-11 09:30:00+08:00,short,F,sell,4124.428,1.051996,4,0,4,0,0.0,False,0
2026-02-11 10:00:00+08:00,short,F,hold,4128.981,1.051996,4,0,4,0,0.0,False,0
2026-02-11 10:30:00+08:00,short,F,hold,4133.114,1.051996,4,0,4,0,0.0,False,0
2026-02-11 11:00:00+08:00,short,F,hold,4138.475,1.051996,4,0,4,0,0.0,False,0
2026-02-11 11:30:00+08:00,short,F,hold,4137.547,1.051996,4,0,4,0,0.0,False,0
2026-02-11 13:00:00+08:00,short,F,hold,4137.835,1.051996,5,1,4,0,0.2,False,0
2026-02-11 13:30:00+08:00,short,F,hold,4136.995,1.051996,5,1,4,0,0.2,False,0
2026-02-11 14:00:00+08:00,short,F,hold,4137.307,1.051996,5,1,4,0,0.2,False,0
2026-02-11 14:30:00+08:00,short,F,hold,4134.686,1.051996,5,1,4,0,0.2,False,0
2026-02-11 15:00:00+08:00,short,F,hold,4131.985,1.051996,5,1,4,0,0.2,False,0
2026-02-12 09:30:00+08:00,short,L,buy,4136.99,1.051996,6,5,1,0,0.8333,True,0
2026-02-12 10:00:00+08:00,short,L,hold,4132.559,1.050869,6,5,1,0,0.8333,True,0
2026-02-12 10:30:00+08:00,short,L,hold,4135.595,1.051641,6,5,1,0,0.8333,True,0
2026-02-12 11:00:00+08:00,short,L,hold,4135.979,1.051739,6,5,1,0,0.8333,True,0
2026-02-12 11:30:00+08:00,short,L,hold,4137.057,1.052013,6,5,1,0,0.8333,True,0
2026-02-12 13:00:00+08:00,short,L,hold,4137.269,1.052067,6,5,1,0,0.8333,True,0
2026-02-12 13:30:00+08:00,short,L,hold,4131.866,1.050693,6,5,1,0,0.8333,True,0
2026-02-12 14:00:00+08:00,short,L,hold,4135.766,1.051685,6,5,1,0,0.8333,True,0
2026-02-12 14:30:00+08:00,short,L,hold,4135.254,1.051554,6,5,1,0,0.8333,True,0
2026-02-12 15:00:00+08:00,short,L,hold,4134.018,1.05124,6,5,1,0,0.8333,True,0
2026-02-13 09:30:00+08:00,short,L,hold,4115.924,1.046639,7,5,2,0,0.7143,True,0
2026-02-13 10:00:00+08:00,short,L,hold,4118.769,1.047362,7,5,2,0,0.7143,True,0
2026-02-13 10:30:00+08:00,short,L,hold,4119.548,1.04756,7,5,2,0,0.7143,True,0
2026-02-13 11:00:00+08:00,short,L,hold,4116.889,1.046884,7,5,2,0,0.7143,True,0
2026-02-13 11:30:00+08:00,short,L,hold,4105.041,1.043871,7,5,2,0,0.7143,True,0
2026-02-13 13:00:00+08:00,short,L,hold,4105.293,1.043936,7,6,1,0,0.8571,True,0
2026-02-13 13:30:00+08:00,short,L,hold,4099.993,1.042588,7,6,1,0,0.8571,True,0
2026-02-13 14:00:00+08:00,short,L,hold,4099.258,1.042401,7,6,1,0,0.8571,True,0
2026-02-13 14:30:00+08:00,short,L,hold,4090.888,1.040273,7,6,1,0,0.8571,True,0
